Site,Square,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation,,,,Site,Square,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?
J,B,32,2,5102,Chert,Grey,0.05,6.92,Flake,0,,Hertz,,,2.43,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,5.22,1.38,1.6,36.1224,1.325670498,,,,J,B,32,2,5102,Chert,Grey,0.05,6.92,Flake,0,,Hertz,,,2.43,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,
J,B,32,2,5103,Chert,Lt Purple,0.01,4.25,FFrag,0,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,5.22,0.52,,22.185,0.814176245,,,,J,B,32,2,5103,Chert,Lt Purple,0.01,4.25,FFrag,0,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,
J,B,32,2,5104,Chert,Brown,0.03,4.75,FFrag,0,,,Dist,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,5.78,0.43,,27.455,0.821799308,,,,J,B,32,2,5104,Chert,Brown,0.03,4.75,FFrag,0,,,Dist,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,
J,B,32,2,5105,Volcanic,Dk Grey,0.06,5.49,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,1,,,,,Hinge,,,,,5.34,1.44,,29.3166,1.028089888,,,,J,B,32,2,5105,Volcanic,Dk Grey,0.06,5.49,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,1,,,,,Hinge,,,,
J,B,32,2,5106,Chert,Grey,0.04,6.89,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4.25,1.02,,29.2825,1.621176471,,,,J,B,32,2,5106,Chert,Grey,0.04,6.89,FP,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
J,B,32,2,5107,Chert,Red,0.05,5.52,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,1.22,,28.5384,1.067698259,,,,J,B,32,2,5107,Chert,Red,0.05,5.52,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,32,2,5108,Volcanic,Dk Grey,0.14,6.85,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84,2.56,,40.004,1.172945205,,,,J,B,32,2,5108,Volcanic,Dk Grey,0.14,6.85,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,32,2,5109,Chert,Grey,0.01,5.21,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,0.78,,16.9325,1.603076923,,,,J,B,32,2,5109,Chert,Grey,0.01,5.21,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,32,2,5110,Chert,Grey,0.24,6.34,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,7.96,4.62,,50.4664,0.796482412,,,,J,B,32,2,5110,Chert,Grey,0.24,6.34,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,
J,B,32,2,5111,Chert,Orange,0.02,5.24,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,1.4,,11.266,2.437209302,,,,J,B,32,2,5111,Chert,Orange,0.02,5.24,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,32,2,5112,Volcanic,Dk Grey,0.11,11.72,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,1.44,,66.4524,2.0670194,,,,J,B,32,2,5112,Volcanic,Dk Grey,0.11,11.72,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,32,2,5113,Chert,Grey,0.02,6.98,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.47,1.19,,24.2206,2.011527378,,,,J,B,32,2,5113,Chert,Grey,0.02,6.98,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,17,2,5114,Chert,Brown,0.19,10.3,Flake-b,90,Round,Hertz,Long,,3.9,Single,,No,0,1,,Single,,No,0,1,,,,,,,Rlat,,,,,,Feather,,,,,7.54,1.81,1.79,77.662,1.366047745,,,,J,B,17,2,5114,Chert,Brown,0.19,10.3,Flake-b,90,Round,Hertz,Long,,3.9,Single,,No,0,1,,Single,,No,0,1,,,,,,,Rlat,,,,,,Feather,,,,
J,B,17,2,5115,Quartzite,Cream,0.65,17.17,Flake,0,,Hertz,,,5.35,Single,,Yes,8,1,,Single,,Yes,8,1,,,,,,,,,,,,,Feather,,,,,9.11,4.59,1.81,156.4187,1.884742042,,,,J,B,17,2,5115,Quartzite,Cream,0.65,17.17,Flake,0,,Hertz,,,5.35,Single,,Yes,8,1,,Single,,Yes,8,1,,,,,,,,,,,,,Feather,,,,
J,B,17,2,5116,Volcanic,Dk Grey,0.77,15.16,Flake-b,0,,Hertz,Lmarg,,2.88,Single,,No,4,1,,Single,,No,4,1,,,,,,,,1,,1,,,Feather,,,,,12.83,4.62,2.41,194.5028,1.181605612,,,,J,B,17,2,5116,Volcanic,Dk Grey,0.77,15.16,Flake-b,0,,Hertz,Lmarg,,2.88,Single,,No,4,1,,Single,,No,4,1,,,,,,,,1,,1,,,Feather,,,,
J,B,17,2,5117,Chert,Brown,0.34,13.94,Flake-b,0,,Hertz,Lmarg,,4.19,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Feather,,,,,12.28,2.07,1.05,171.1832,1.135179153,,,,J,B,17,2,5117,Chert,Brown,0.34,13.94,Flake-b,0,,Hertz,Lmarg,,4.19,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Feather,,,,
J,B,17,2,5118,Chert,Cream,0.32,13.24,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,,,,,,,,,1,,,,Hinge,,,,,14.62,1.79,,193.5688,0.905608755,,,,J,B,17,2,5118,Chert,Cream,0.32,13.24,Flake,0,,Hertz,,,,Focal,,Yes,6,,,Focal,,Yes,6,,,,,,,,,,1,,,,Hinge,,,,
J,B,17,2,5119,Chert,Grey,0.16,6.25,Flake,0,,Hertz,,,3.21,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Hinge,,,,,8.11,2.33,1.99,50.6875,0.770653514,,,,J,B,17,2,5119,Chert,Grey,0.16,6.25,Flake,0,,Hertz,,,3.21,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Hinge,,,,
J,B,17,2,5120,Chert,Brown,0.03,7.35,Flake-b,0,,Hertz,Trans,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,Prox,,,,,,,,,,,4.65,1,,34.1775,1.580645161,,,,J,B,17,2,5120,Chert,Brown,0.03,7.35,Flake-b,0,,Hertz,Trans,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,Prox,,,,,,,,,,
J,B,17,2,5121,Chert,Lt Purple,0.02,4.35,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Hinge,,,,,3.57,0.89,,15.5295,1.218487395,,,,J,B,17,2,5121,Chert,Lt Purple,0.02,4.35,Flake,0,,Hertz,,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,Hinge,,,,
J,B,17,2,5122,Quartzite,Cream,0.05,5.71,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,,8.78,1.48,,50.1338,0.650341686,,,,J,B,17,2,5122,Quartzite,Cream,0.05,5.71,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,
J,B,17,2,5123,Chert,Grey,0.05,8.11,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Med,,,,,,,,,,,5.69,0.55,,46.1459,1.425307557,,,,J,B,17,2,5123,Chert,Grey,0.05,8.11,Flake-b,0,,,Trans,,,,,,2,,,,,,2,,,,,,,,Med,,,,,,,,,,
J,B,17,2,5124,Volcanic,Grey,0.05,7.7,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Hinge,,,,,3.81,1.09,,29.337,2.020997375,,,,J,B,17,2,5124,Volcanic,Grey,0.05,7.7,Flake,0,,Hertz,,,,Focal,,No,2,,,Focal,,No,2,,,,,,,,,,,,,,Hinge,,,,
J,B,17,2,5125,Chert,Grey,0.03,6.47,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,1.34,,16.6279,2.517509728,,,,J,B,17,2,5125,Chert,Grey,0.03,6.47,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,12,1,5126,Silcrete,Peach,4.94,23.72,Flake,0,,Bending,,,13.28,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Step,,,,,26.91,5.83,4.87,638.3052,0.881456708,,,,J,B,12,1,5126,Silcrete,Peach,4.94,23.72,Flake,0,,Bending,,,13.28,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Step,,,,
J,B,12,1,5127,Chert,Grey,2.26,21.1,Flake-b,40,Angul,Hertz,LCS,,10.93,Cort,,Yes,3,0,,Cort,,Yes,3,0,,,,,,,Llat,,,,,,Feather,,,,,17.42,6.4,2.94,367.562,1.211251435,,,,J,B,12,1,5127,Chert,Grey,2.26,21.1,Flake-b,40,Angul,Hertz,LCS,,10.93,Cort,,Yes,3,0,,Cort,,Yes,3,0,,,,,,,Llat,,,,,,Feather,,,,
J,B,12,1,5128,Chert,Grey,0.16,8.44,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Hinge,,,,,10.45,1.61,,88.198,0.807655502,,,,J,B,12,1,5128,Chert,Grey,0.16,8.44,Flake,0,,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Hinge,,,,
J,B,12,1,5129,Obsidian,Black,0.12,8.82,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Feather,,,,,11.7,0.89,,103.194,0.753846154,,,,J,B,12,1,5129,Obsidian,Black,0.12,8.82,Flake,0,,Hertz,,,,Focal,,No,4,,,Focal,,No,4,,,,,,,,,,,,,,Feather,,,,
J,B,12,1,5130,Chert,Pink,0.05,6.74,Flake,0,,Hertz,,,3.08,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,4.33,1.32,0.96,29.1842,1.556581986,,,,J,B,12,1,5130,Chert,Pink,0.05,6.74,Flake,0,,Hertz,,,3.08,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,
J,B,12,1,5131,Chert,Dk Grey,0.45,11.17,Flake-b,0,,Hertz,Trans,,8.26,2-scars,,No,4,2,,2-scars,,No,4,2,,,,,,,Prox,,,,,,,,,,,10,3.05,4.32,111.7,1.117,,,,J,B,12,1,5131,Chert,Dk Grey,0.45,11.17,Flake-b,0,,Hertz,Trans,,8.26,2-scars,,No,4,2,,2-scars,,No,4,2,,,,,,,Prox,,,,,,,,,,
J,B,12,1,5132,Volcanic,Cream,0.14,12.94,Flake,0,,Bending,,,2.05,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,4.76,1.98,1.58,61.5944,2.718487395,,,,J,B,12,1,5132,Volcanic,Cream,0.14,12.94,Flake,0,,Bending,,,2.05,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,
J,B,12,1,5133,Chert,Pink,0.04,6.96,Flake-b,0,,Hertz,Long,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,Rlat,,,,,,Step,,,,,3.75,0.79,,26.1,1.856,,,,J,B,12,1,5133,Chert,Pink,0.04,6.96,Flake-b,0,,Hertz,Long,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,Rlat,,,,,,Step,,,,
J,B,3,1,5134,Chert,Grey,0.04,6.12,Flake,0,,Hertz,,,3.38,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,,1,,,,,Feather,,,,,5.13,1.01,1.13,31.3956,1.192982456,,,,J,B,3,1,5134,Chert,Grey,0.04,6.12,Flake,0,,Hertz,,,3.38,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,,1,,,,,Feather,,,,
J,B,3,1,5135,Chert,Grey,0.06,9.5,Flake,0,,Hertz,,,2.75,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,4.12,1.49,0.77,39.14,2.305825243,,,,J,B,3,1,5135,Chert,Grey,0.06,9.5,Flake,0,,Hertz,,,2.75,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,5136,Volcanic,Grey,0.41,17.79,Flake-b,0,,None,Trans,,3.64,Partcoll,,No,1,,,Partcoll,,No,1,,,,,,,,Dist,,,,,,Feather,,,,,10.23,2.31,2.26,181.9917,1.739002933,,,,J,B,3,1,5136,Volcanic,Grey,0.41,17.79,Flake-b,0,,None,Trans,,3.64,Partcoll,,No,1,,,Partcoll,,No,1,,,,,,,,Dist,,,,,,Feather,,,,
J,B,3,1,5137,Chert,Dk Grey,0.69,14.36,Flake-b,50,Round,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,,13.28,3.85,,190.7008,1.081325301,,,,J,B,3,1,5137,Chert,Dk Grey,0.69,14.36,Flake-b,50,Round,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,,,,,,Feather,,,,
J,B,3,1,5138,Chert,Grey,0.57,14.48,Flake,0,,Bending,,,7.19,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,,14.53,2.02,1.45,210.3944,0.996558844,,,,J,B,3,1,5138,Chert,Grey,0.57,14.48,Flake,0,,Bending,,,7.19,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,5139,Chert,Grey,0.22,12.04,Flake,0,,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,,,,,,,,,,,,,Feather,,,,,7.69,2.54,,92.5876,1.565669701,,,,J,B,3,1,5139,Chert,Grey,0.22,12.04,Flake,0,,Hertz,,,,Focal,,Yes,5,,,Focal,,Yes,5,,,,,,,,,,,,,,Feather,,,,
J,B,3,1,5140,Chert,Pink,0.01,3.73,Flake,0,,Bending,,,3.84,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,4.17,0.45,0.62,15.5541,0.894484412,,,,J,B,3,1,5140,Chert,Pink,0.01,3.73,Flake,0,,Bending,,,3.84,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,5141,Volcanic,Yellow,0.05,5.92,Flake,90,Round,Hertz,,,3.01,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,4.18,1.16,1.21,24.7456,1.416267943,,,,J,B,3,1,5141,Volcanic,Yellow,0.05,5.92,Flake,90,Round,Hertz,,,3.01,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,5142,Chert,Grey,0.01,4.07,Flake,0,,Bending,,,3.58,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,3.64,0.52,0.88,14.8148,1.118131868,,,,J,B,3,1,5142,Chert,Grey,0.01,4.07,Flake,0,,Bending,,,3.58,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,5143,Chert,Dk Brown,0.01,3.02,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,1,,,,,Hinge,,,,,4.27,0.78,,12.8954,0.707259953,,,,J,B,3,1,5143,Chert,Dk Brown,0.01,3.02,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,1,,,,,Hinge,,,,
J,B,3,1,5144,Chert,Grey,0.08,7.47,Flake,0,,Hertz,,,4.05,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,1,,,,,Step,,,,,4.88,1.73,1.93,36.4536,1.530737705,,,,J,B,3,1,5144,Chert,Grey,0.08,7.47,Flake,0,,Hertz,,,4.05,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,1,,,,,Step,,,,
J,B,3,1,5145,Chert,Grey,0.03,6.2,Flake-b,0,,Hertz,Long,,,Partcoll,,No,1,,,Partcoll,,No,1,,,,,,,,Llat,,,,,,Feather,,,,,5.05,0.96,,31.31,1.227722772,,,,J,B,3,1,5145,Chert,Grey,0.03,6.2,Flake-b,0,,Hertz,Long,,,Partcoll,,No,1,,,Partcoll,,No,1,,,,,,,,Llat,,,,,,Feather,,,,
J,B,3,1,5146,Chert,Peach,0.02,3.42,Flake-b,0,,Hertz,LCS,,2.3,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,Rlat,,,,,,Step,,,,,3.21,1.01,1.2,10.9782,1.065420561,,,,J,B,3,1,5146,Chert,Peach,0.02,3.42,Flake-b,0,,Hertz,LCS,,2.3,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,Rlat,,,,,,Step,,,,
J,B,3,1,5147,Chert,Dk Brown,0.03,4.27,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,1.89,,13.5786,1.342767296,,,,J,B,3,1,5147,Chert,Dk Brown,0.03,4.27,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,3,1,5148,Chert,Dk Brown,0.03,4.95,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,1.35,,20.097,1.219211823,,,,J,B,3,1,5148,Chert,Dk Brown,0.03,4.95,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,3,1,5149,Chert,Grey,0.42,6.42,Flake,0,Angul,Bending,,,12.1,3-scars,,No,3,3,,3-scars,,No,3,3,,,,,,,,,,,,,Feather,,,,,11.77,3.32,2.77,75.5634,0.545454545,,,,J,B,3,1,5149,Chert,Grey,0.42,6.42,Flake,0,Angul,Bending,,,12.1,3-scars,,No,3,3,,3-scars,,No,3,3,,,,,,,,,,,,,Feather,,,,
J,B,3,1,5150,Volcanic,Dk Grey,0.17,7.27,Shatt,80,Angul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16,2.32,,59.3232,0.890931373,,,,J,B,3,1,5150,Volcanic,Dk Grey,0.17,7.27,Shatt,80,Angul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,3,1,5151,Chert,Grey,0.12,5.33,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47,2.06,,34.4851,0.823802164,,,,J,B,3,1,5151,Chert,Grey,0.12,5.33,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,3,1,5152,Volcanic,Dk Grey,0.1,9.58,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,2.1,,38.5116,2.383084577,,,,J,B,3,1,5152,Volcanic,Dk Grey,0.1,9.58,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,5153,Chert,Brown,0.2,8.99,Flake-b,0,,Hertz,Lmarg,,2.59,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Hinge,,,,,7.65,2.67,2.01,68.7735,1.175163399,,,,J,B,1,1,5153,Chert,Brown,0.2,8.99,Flake-b,0,,Hertz,Lmarg,,2.59,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Hinge,,,,
J,B,1,1,5154,Chert,White,0.04,5.09,Flake,0,,Hertz,,,,Focal,,Yes,8,,,Focal,,Yes,8,,,,,,,,,,1,,,,Feather,,,,,3.83,1.4,,19.4947,1.328981723,,,,J,B,1,1,5154,Chert,White,0.04,5.09,Flake,0,,Hertz,,,,Focal,,Yes,8,,,Focal,,Yes,8,,,,,,,,,,1,,,,Feather,,,,
J,B,4,1,5155,Volcanic,Grey,0.46,13.65,Flake-b,50,Angul,Hertz,Rmarg,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,,,,,,,Step,,,,,10.64,3.43,,145.236,1.282894737,,,,J,B,4,1,5155,Volcanic,Grey,0.46,13.65,Flake-b,50,Angul,Hertz,Rmarg,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,,,,,,,Step,,,,
J,B,4,1,5156,Chert,Cream,3.63,15.09,Flake,0,Round,Hertz,,,20.14,Single,,Yes,8,1,,Single,,Yes,8,1,,,,,,,,,,,,,Feather,,,,,18.57,9.77,12.43,280.2213,0.812600969,,,,J,B,4,1,5156,Chert,Cream,3.63,15.09,Flake,0,Round,Hertz,,,20.14,Single,,Yes,8,1,,Single,,Yes,8,1,,,,,,,,,,,,,Feather,,,,
J,B,4,1,5157,Chert,Grey,0.26,7.57,Flake-b,0,,Bending,Long,,4.64,2-scars,,No,3,2,,2-scars,,No,3,2,,,,,,,Rlat,,,,,,Feather,,,,,7.28,2.65,2.72,55.1096,1.039835165,,,,J,B,4,1,5157,Chert,Grey,0.26,7.57,Flake-b,0,,Bending,Long,,4.64,2-scars,,No,3,2,,2-scars,,No,3,2,,,,,,,Rlat,,,,,,Feather,,,,
J,B,4,1,5158,Chert,Grey,0.25,10.57,Flake,0,,Hertz,,,2.01,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Step,,1,,,11.58,1.95,1.16,122.4006,0.912780656,,,,J,B,4,1,5158,Chert,Grey,0.25,10.57,Flake,0,,Hertz,,,2.01,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Step,,1,,
J,B,4,1,5159,Chert,Brown,0.04,6.33,Flake-b,0,,Hertz,Dist,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,,,,,,6.04,0.86,,38.2332,1.048013245,,,,J,B,4,1,5159,Chert,Brown,0.04,6.33,Flake-b,0,,Hertz,Dist,,,Focal,,Yes,3,,,Focal,,Yes,3,,,,,,,,,,,,,,,,,,
J,B,4,1,5160,Volcanic,Grey,0.34,5.88,Flake,0,,Bending,,,7.39,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,12.59,2.89,2.31,74.0292,0.467037331,,,,J,B,4,1,5160,Volcanic,Grey,0.34,5.88,Flake,0,,Bending,,,7.39,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,
J,B,4,1,5161,Chert,Grey,0.55,14.45,FP,0,,,,,,,,,9,,,,,,9,,,,,,,,,,,,,,,,,,,7.07,5.74,,102.1615,2.043847242,,,,J,B,4,1,5161,Chert,Grey,0.55,14.45,FP,0,,,,,,,,,9,,,,,,9,,,,,,,,,,,,,,,,,,
J,B,4,1,5162,Volcanic,Grey,0.28,13.72,FP,0,,,,,,,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,8.32,2.7,,114.1504,1.649038462,,,,J,B,4,1,5162,Volcanic,Grey,0.28,13.72,FP,0,,,,,,,,,7,,,,,,7,,,,,,,,,,,,,,,,,,
J,B,4,1,5163,Volcanic,Dk Grey,0.46,12.97,Flake-b,20,Angul,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,1,,,,,Feather,,,,,9.65,2.51,,125.1605,1.344041451,,,,J,B,4,1,5163,Volcanic,Dk Grey,0.46,12.97,Flake-b,20,Angul,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,1,,,,,Feather,,,,
J,B,4,1,5164,Chert,Dk Brown,0.08,6.27,Flake-b,0,,Hertz,Long,,3.24,Single,,No,1,1,,Single,,No,1,1,,,,,,,Rlat,1,,,,,Step,,,,,4.41,2.42,1.4,27.6507,1.421768707,,,,J,B,4,1,5164,Chert,Dk Brown,0.08,6.27,Flake-b,0,,Hertz,Long,,3.24,Single,,No,1,1,,Single,,No,1,1,,,,,,,Rlat,1,,,,,Step,,,,
J,B,4,1,5165,Chert,Grey,0.03,5.71,FFrag,0,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,4.92,0.68,,28.0932,1.160569106,,,,J,B,4,1,5165,Chert,Grey,0.03,5.71,FFrag,0,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,
J,B,4,1,5166,Chert,Dk Grey,0.05,8.16,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,1.81,,21.216,3.138461538,,,,J,B,4,1,5166,Chert,Dk Grey,0.05,8.16,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,4,1,5167,Chert,Brown,98.48,52.5,Pebble,100,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,49.41,31.99,,2594.025,1.062537948,,,,J,B,4,1,5167,Chert,Brown,98.48,52.5,Pebble,100,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
J,B,57,3,5168,Chert,Grey,0.78,12.84,Flake,0,Angul,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,,15.67,3.06,,201.2028,0.819400128,,,,J,B,57,3,5168,Chert,Grey,0.78,12.84,Flake,0,Angul,Hertz,,,,Focal,,Yes,4,,,Focal,,Yes,4,,,,,,,,,,,,,,Feather,,,,
J,B,57,3,5169,Silcrete,Brown,0.38,14.82,Flake-b,0,,Hertz,Lmarg,,5.22,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,,11.05,2.33,2.72,163.761,1.341176471,,,,J,B,57,3,5169,Silcrete,Brown,0.38,14.82,Flake-b,0,,Hertz,Lmarg,,5.22,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Feather,,,,
J,B,57,3,5170,Volcanic,Dk Grey,0.39,12.74,Flake,10,Angul,Hertz,,,6.72,Cort,,Yes,4,0,,Cort,,Yes,4,0,,,,,,,,,,,,,Feather,,,,,11.22,2.32,2.64,142.9428,1.135472371,,,,J,B,57,3,5170,Volcanic,Dk Grey,0.39,12.74,Flake,10,Angul,Hertz,,,6.72,Cort,,Yes,4,0,,Cort,,Yes,4,0,,,,,,,,,,,,,Feather,,,,
J,B,57,3,5171,Chert,Brown,0.36,11.48,Flake-b,0,,Hertz,Long,,5.74,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,Rlat,,,,,,Hinge,,,,,10.33,2.02,3.03,118.5884,1.111326234,,,,J,B,57,3,5171,Chert,Brown,0.36,11.48,Flake-b,0,,Hertz,Long,,5.74,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,Rlat,,,,,,Hinge,,,,
